query_id,verse_id,query,positive,query_language,positive_language
BG_8_5_en_sa,BG_8_5,"Whoever, at the time of death, remembering Me alone, quits his body, he attains My being; there is no doubt about this.",अन्तकाले च मामेव स्मरन्मुक्त्वा कलेवरम् |यः प्रयाति स मद्भावं याति नास्त्यत्र संशयः |,english,sanskrit
BG_8_6_sa_en,BG_8_6,यं यं वापि स्मरन्भावं त्यजत्यन्ते कलेवरम् |तं तमेवैति कौन्तेय सदा तद्भावभावितः |,"Arjuna, thinking of whatever entity one leaves the body at the time of death, that and that alone one attains, being ever absorbed in its thought.",sanskrit,english
BG_8_6_en_sa,BG_8_6,"Arjuna, thinking of whatever entity one leaves the body at the time of death, that and that alone one attains, being ever absorbed in its thought.",यं यं वापि स्मरन्भावं त्यजत्यन्ते कलेवरम् |तं तमेवैति कौन्तेय सदा तद्भावभावितः |,english,sanskrit
BG_8_7_sa_en,BG_8_7,तस्मात्सर्वेषु कालेषु मामनुस्मर युध्य च |मय्यर्पितमनोबुद्धिर्मामेवैष्यस्यसंशयः (orसंशयम्) |,"Therefore, Arjuna, at all times remember Me and fight. With your mind and intellect dedicated to Me, you will surely come to Me without doubt.",sanskrit,english
BG_8_7_en_sa,BG_8_7,"Therefore, Arjuna, at all times remember Me and fight. With your mind and intellect dedicated to Me, you will surely come to Me without doubt.",तस्मात्सर्वेषु कालेषु मामनुस्मर युध्य च |मय्यर्पितमनोबुद्धिर्मामेवैष्यस्यसंशयः (orसंशयम्) |,english,sanskrit
BG_8_8_sa_en,BG_8_8,अभ्यासयोगयुक्तेन चेतसा नान्यगामिना |परमं पुरुषं दिव्यं याति पार्थानुचिन्तयन् |,"Arjuna, he who with his mind disciplined through Yoga in the form of practice of meditation and thinking of nothing else, is constantly engaged in contemplation of God attains the supremely effulgent divine Purusha.",sanskrit,english
BG_8_8_en_sa,BG_8_8,"Arjuna, he who with his mind disciplined through Yoga in the form of practice of meditation and thinking of nothing else, is constantly engaged in contemplation of God attains the supremely effulgent divine Purusha.",अभ्यासयोगयुक्तेन चेतसा नान्यगामिना |परमं पुरुषं दिव्यं याति पार्थानुचिन्तयन् |,english,sanskrit
BG_8_10_sa_en,BG_8_10,प्रयाणकाले मनसाऽचलेनभक्त्या युक्तो योगबलेन चैव |भ्रुवोर्मध्ये प्राणमावेश्य सम्यक्स तं परं पुरुषमुपैति दिव्यम् |,"At the time of departure, with a mind steady in devotion and united by the strength of yoga, firmly establishing the life force in the middle of the eyebrows, one attains that supreme divine person.",sanskrit,english
BG_8_10_en_sa,BG_8_10,"At the time of departure, with a mind steady in devotion and united by the strength of yoga, firmly establishing the life force in the middle of the eyebrows, one attains that supreme divine person.",प्रयाणकाले मनसाऽचलेनभक्त्या युक्तो योगबलेन चैव |भ्रुवोर्मध्ये प्राणमावेश्य सम्यक्स तं परं पुरुषमुपैति दिव्यम् |,english,sanskrit
BG_8_11_sa_en,BG_8_11,यदक्षरं वेदविदो वदन्तिविशन्ति यद्यतयो वीतरागाः |यदिच्छन्तो ब्रह्मचर्यं चरन्तितत्ते पदं संग्रहेण प्रवक्ष्ये |,"I shall tell you briefly about that supreme goal, which the knowers of the Veda term as the Indestructible; which striving recluses free from passion enter, and",sanskrit,english
BG_8_11_en_sa,BG_8_11,"I shall tell you briefly about that supreme goal, which the knowers of the Veda term as the Indestructible; which striving recluses free from passion enter, and",यदक्षरं वेदविदो वदन्तिविशन्ति यद्यतयो वीतरागाः |यदिच्छन्तो ब्रह्मचर्यं चरन्तितत्ते पदं संग्रहेण प्रवक्ष्ये |,english,sanskrit
BG_8_12_sa_en,BG_8_12,सर्वद्वाराणि संयम्य मनो हृदि निरुध्य च |मूध्न्यार्धायात्मनः प्राणमास्थितो योगधारणाम् |,"Having closed all the doors of the senses, and firmly holding the mind in the cavity of the heart, and then fixing the life-breath in the head, and thus remaining steadfast in Yogic concentration on God, he who leaves the body and departs uttering the one indestructible Brahma, Om, and dwelling on Me in My absolute aspect, reaches the supreme goal.",sanskrit,english
BG_8_12_en_sa,BG_8_12,"Having closed all the doors of the senses, and firmly holding the mind in the cavity of the heart, and then fixing the life-breath in the head, and thus remaining steadfast in Yogic concentration on God, he who leaves the body and departs uttering the one indestructible Brahma, Om, and dwelling on Me in My absolute aspect, reaches the supreme goal.",सर्वद्वाराणि संयम्य मनो हृदि निरुध्य च |मूध्न्यार्धायात्मनः प्राणमास्थितो योगधारणाम् |,english,sanskrit
BG_8_13_sa_en,BG_8_13,ओमित्येकाक्षरं ब्रह्म व्याहरन्मामनुस्मरन् |यः प्रयाति त्यजन्देहं स याति परमां गतिम् |,"Uttering the one-syllabled Om the Brahman and remembering Me, he who departs, leaving the body, attains to the Supreme Goal.",sanskrit,english
BG_8_13_en_sa,BG_8_13,"Uttering the one-syllabled Om the Brahman and remembering Me, he who departs, leaving the body, attains to the Supreme Goal.",ओमित्येकाक्षरं ब्रह्म व्याहरन्मामनुस्मरन् |यः प्रयाति त्यजन्देहं स याति परमां गतिम् |,english,sanskrit
BG_8_14_sa_en,BG_8_14,अनन्यचेताः सततं यो मां स्मरति नित्यशः |तस्याहं सुलभः पार्थ नित्ययुक्तस्य योगिनः |,"Arjuna, whosoever always and constantly thinks of Me with undivided mind, to that Yogi ever absorbed in Me I am easily attainable.",sanskrit,english
BG_8_14_en_sa,BG_8_14,"Arjuna, whosoever always and constantly thinks of Me with undivided mind, to that Yogi ever absorbed in Me I am easily attainable.",अनन्यचेताः सततं यो मां स्मरति नित्यशः |तस्याहं सुलभः पार्थ नित्ययुक्तस्य योगिनः |,english,sanskrit
BG_8_15_sa_en,BG_8_15,मामुपेत्य पुनर्जन्म दुःखालयमशाश्वतम् |नाप्नुवन्ति महात्मानः संसिद्धिं परमां गताः |,"Having attained Me, the great souls who have reached the supreme perfection do not take birth again in this miserable and temporary world.",sanskrit,english
BG_8_15_en_sa,BG_8_15,"Having attained Me, the great souls who have reached the supreme perfection do not take birth again in this miserable and temporary world.",मामुपेत्य पुनर्जन्म दुःखालयमशाश्वतम् |नाप्नुवन्ति महात्मानः संसिद्धिं परमां गताः |,english,sanskrit
BG_8_17_sa_en,BG_8_17,सहस्रयुगपर्यन्तमहर्यद् ब्रह्मणो विदुः |रात्रिं युगसहस्रान्तां तेऽहोरात्रविदो जनाः |,"Those Yogis who know from realization Brahma’s day as covering a thousand Mahayugas, and his night as ending in a thousand Mahayugas, know the reality about time.",sanskrit,english
BG_8_17_en_sa,BG_8_17,"Those Yogis who know from realization Brahma’s day as covering a thousand Mahayugas, and his night as ending in a thousand Mahayugas, know the reality about time.",सहस्रयुगपर्यन्तमहर्यद् ब्रह्मणो विदुः |रात्रिं युगसहस्रान्तां तेऽहोरात्रविदो जनाः |,english,sanskrit
BG_8_18_sa_en,BG_8_18,अव्यक्ताद् व्यक्तयः सर्वाः प्रभवन्त्यहरागमे |रात्र्यागमे प्रलीयन्ते तत्रैवाव्यक्तसंज्ञके |,"All embodied beings emanate from the Unmanifestat the coming of the cosmic day; at the cosmic nightfall they merge into the same subtle body of Brahma, known as the Unmanifest.",sanskrit,english
BG_8_18_en_sa,BG_8_18,"All embodied beings emanate from the Unmanifestat the coming of the cosmic day; at the cosmic nightfall they merge into the same subtle body of Brahma, known as the Unmanifest.",अव्यक्ताद् व्यक्तयः सर्वाः प्रभवन्त्यहरागमे |रात्र्यागमे प्रलीयन्ते तत्रैवाव्यक्तसंज्ञके |,english,sanskrit
BG_8_19_sa_en,BG_8_19,भूतग्रामः स एवायं भूत्वा भूत्वा प्रलीयते |रात्र्यागमेऽवशः पार्थ प्रभवत्यहरागमे |,"Arjuna, this multitude of beings, being born again and again, is dissolved under compulsion of its nature at the coming of the cosmic night, and rises again at the commencement of the cosmic day.",sanskrit,english
BG_8_19_en_sa,BG_8_19,"Arjuna, this multitude of beings, being born again and again, is dissolved under compulsion of its nature at the coming of the cosmic night, and rises again at the commencement of the cosmic day.",भूतग्रामः स एवायं भूत्वा भूत्वा प्रलीयते |रात्र्यागमेऽवशः पार्थ प्रभवत्यहरागमे |,english,sanskrit
BG_8_20_sa_en,BG_8_20,परस्तस्मात्तु भावोऽन्योऽव्यक्तोऽव्यक्तात्सनातनः |यः स सर्वेषु भूतेषु नश्यत्सु न विनश्यति |,"Beyond that is another, beyond the unmanifest, the eternal unmanifested. He is the Supreme Divine Person who does not perish even when all beings perish.",sanskrit,english
BG_8_20_en_sa,BG_8_20,"Beyond that is another, beyond the unmanifest, the eternal unmanifested. He is the Supreme Divine Person who does not perish even when all beings perish.",परस्तस्मात्तु भावोऽन्योऽव्यक्तोऽव्यक्तात्सनातनः |यः स सर्वेषु भूतेषु नश्यत्सु न विनश्यति |,english,sanskrit
BG_8_21_sa_en,BG_8_21,अव्यक्तोऽक्षर इत्युक्तस्तमाहुः परमां गतिम् |यं प्राप्य न निवर्तन्ते तद्धाम परमं मम |,"The same Unmanifest which has been spoken of as the Indestructible is also called the supreme Goal; that again is My supreme Abode, attaining which they return not to this mortal world.",sanskrit,english
BG_8_21_en_sa,BG_8_21,"The same Unmanifest which has been spoken of as the Indestructible is also called the supreme Goal; that again is My supreme Abode, attaining which they return not to this mortal world.",अव्यक्तोऽक्षर इत्युक्तस्तमाहुः परमां गतिम् |यं प्राप्य न निवर्तन्ते तद्धाम परमं मम |,english,sanskrit
BG_8_22_sa_en,BG_8_22,पुरुषः स परः पार्थ भक्त्या लभ्यस्त्वनन्यया |यस्यान्तःस्थानि भूतानि येन सर्वमिदं ततम् |,"Arjuna, that eternal unmanifest supreme Purusha in whom all beings reside, and by whom all this is pervaded, is attainable only through exclusive Devotion.",sanskrit,english
BG_8_22_en_sa,BG_8_22,"Arjuna, that eternal unmanifest supreme Purusha in whom all beings reside, and by whom all this is pervaded, is attainable only through exclusive Devotion.",पुरुषः स परः पार्थ भक्त्या लभ्यस्त्वनन्यया |यस्यान्तःस्थानि भूतानि येन सर्वमिदं ततम् |,english,sanskrit
BG_8_23_sa_en,BG_8_23,यत्र काले त्वनावृत्तिमावृत्तिं चैव योगिनः |प्रयाता यान्ति तं कालं वक्ष्यामि भरतर्षभ |,"Arjuna, I shall now tell you the timedeparting when Yogis do not return, and the time when they do return; I shall explain both, O best of the Bharatas.",sanskrit,english
BG_8_23_en_sa,BG_8_23,"Arjuna, I shall now tell you the timedeparting when Yogis do not return, and the time when they do return; I shall explain both, O best of the Bharatas.",यत्र काले त्वनावृत्तिमावृत्तिं चैव योगिनः |प्रयाता यान्ति तं कालं वक्ष्यामि भरतर्षभ |,english,sanskrit
BG_8_24_sa_en,BG_8_24,अग्निर्जोतिरहः शुक्लः षण्मासा उत्तरायणम् |तत्र प्रयाता गच्छन्ति ब्रह्म ब्रह्मविदो जनाः |,"the one is that which are stationed the all-effulgent fire-god and the deities presiding over daylight, the bright fortnight, and the six months of the northward course of the sun respectively; proceeding along it after death Yogis, who have known Brahma, being successively led by the above gods, finally reach Brahma.",sanskrit,english
BG_8_24_en_sa,BG_8_24,"the one is that which are stationed the all-effulgent fire-god and the deities presiding over daylight, the bright fortnight, and the six months of the northward course of the sun respectively; proceeding along it after death Yogis, who have known Brahma, being successively led by the above gods, finally reach Brahma.",अग्निर्जोतिरहः शुक्लः षण्मासा उत्तरायणम् |तत्र प्रयाता गच्छन्ति ब्रह्म ब्रह्मविदो जनाः |,english,sanskrit
BG_8_27_sa_en,BG_8_27,नैते सृती पार्थ जानन्योगी मुह्यति कश्चन |तस्मात्सर्वेषु कालेषु योगयुक्तो भवार्जुन |,"Knowing thus the secret of these two paths, O son of Kunti, no Yogi gets deluded. Therefore, Arjuna, at all times be steadfast in Yoga in the form of equanimity.",sanskrit,english
BG_8_27_en_sa,BG_8_27,"Knowing thus the secret of these two paths, O son of Kunti, no Yogi gets deluded. Therefore, Arjuna, at all times be steadfast in Yoga in the form of equanimity.",नैते सृती पार्थ जानन्योगी मुह्यति कश्चन |तस्मात्सर्वेषु कालेषु योगयुक्तो भवार्जुन |,english,sanskrit
BG_8_28_sa_en,BG_8_28,वेदेषु यज्ञेषु तपःसु चैवदानेषु यत्पुण्यफलं प्रदिष्टम् |अत्येति तत्सर्वमिदं विदित्वायोगी परं स्थानमुपैति चाद्यम् |,"The Yogi, realizing this profound truth, doubtless transcends all the rewards, ascribed in the scriptures to the study of the Vedas, as well as to the performance of sacrifices, austerities and charities, and attains the beginningless supreme state.",sanskrit,english
BG_8_28_en_sa,BG_8_28,"The Yogi, realizing this profound truth, doubtless transcends all the rewards, ascribed in the scriptures to the study of the Vedas, as well as to the performance of sacrifices, austerities and charities, and attains the beginningless supreme state.",वेदेषु यज्ञेषु तपःसु चैवदानेषु यत्पुण्यफलं प्रदिष्टम् |अत्येति तत्सर्वमिदं विदित्वायोगी परं स्थानमुपैति चाद्यम् |,english,sanskrit
BG_9_3_sa_en,BG_9_3,अश्रद्दधानाः पुरुषा धर्मस्यास्य परन्तप |अप्राप्य मां निवर्तन्ते मृत्युसंसारवर्त्मनि |,"O Arjuna, those who have no faith in this dharma, O conqueror of enemies, they do not attain Me, but return to the cycle of birth and death.",sanskrit,english
BG_9_3_en_sa,BG_9_3,"O Arjuna, those who have no faith in this dharma, O conqueror of enemies, they do not attain Me, but return to the cycle of birth and death.",अश्रद्दधानाः पुरुषा धर्मस्यास्य परन्तप |अप्राप्य मां निवर्तन्ते मृत्युसंसारवर्त्मनि |,english,sanskrit
BG_9_4_sa_en,BG_9_4,मया ततमिदं सर्वं जगदव्यक्तमूर्तिना |मत्स्थानि सर्वभूतानि न चाहं तेष्ववस्थितः |,"The whole of this universe is permeated by Me as unmanifest Divinity, and all beings rest on the idea within Me. Therefore, really speaking, I am not present in them.",sanskrit,english
BG_9_4_en_sa,BG_9_4,"The whole of this universe is permeated by Me as unmanifest Divinity, and all beings rest on the idea within Me. Therefore, really speaking, I am not present in them.",मया ततमिदं सर्वं जगदव्यक्तमूर्तिना |मत्स्थानि सर्वभूतानि न चाहं तेष्ववस्थितः |,english,sanskrit
BG_9_5_sa_en,BG_9_5,न च मत्स्थानि भूतानि पश्य मे योगमैश्वरम् |भूतभृन्न च भूतस्थो ममात्मा भूतभावनः |,"Not in beings do I abide, behold My divine Yoga power. I am the sustainer and creator of beings, yet My Self is not in them.",sanskrit,english
BG_9_5_en_sa,BG_9_5,"Not in beings do I abide, behold My divine Yoga power. I am the sustainer and creator of beings, yet My Self is not in them.",न च मत्स्थानि भूतानि पश्य मे योगमैश्वरम् |भूतभृन्न च भूतस्थो ममात्मा भूतभावनः |,english,sanskrit
BG_9_6_sa_en,BG_9_6,यथाकाशस्थितो नित्यं वायुः सर्वत्रगो महान् |तथा सर्वाणि भूतानि मत्स्थानीत्युपधारय |,"Just as the extensive air, which is moving everywhere,ever remains in ether, likewise know that all beingsabide in Me.",sanskrit,english
BG_9_6_en_sa,BG_9_6,"Just as the extensive air, which is moving everywhere,ever remains in ether, likewise know that all beingsabide in Me.",यथाकाशस्थितो नित्यं वायुः सर्वत्रगो महान् |तथा सर्वाणि भूतानि मत्स्थानीत्युपधारय |,english,sanskrit
BG_9_7_sa_en,BG_9_7,सर्वभूतानि कौन्तेय प्रकृतिं यान्ति मामिकाम् |कल्पक्षये पुनस्तानि कल्पादौ विसृजाम्यहम् |,"Arjuna, during the Final Dissolution all beings enter My Prakrti, and at the beginning of creation, I send them forth again.",sanskrit,english
BG_9_7_en_sa,BG_9_7,"Arjuna, during the Final Dissolution all beings enter My Prakrti, and at the beginning of creation, I send them forth again.",सर्वभूतानि कौन्तेय प्रकृतिं यान्ति मामिकाम् |कल्पक्षये पुनस्तानि कल्पादौ विसृजाम्यहम् |,english,sanskrit
BG_9_8_sa_en,BG_9_8,प्रकृतिं स्वामवष्टभ्य विसृजामि पुनः पुनः |भूतग्राममिमं कृत्स्नमवशं प्रकृतेर्वशात् |,"Wielding My Nature I release, again and again,all this multitude of beings subject to the influence of their own nature.",sanskrit,english
BG_9_8_en_sa,BG_9_8,"Wielding My Nature I release, again and again,all this multitude of beings subject to the influence of their own nature.",प्रकृतिं स्वामवष्टभ्य विसृजामि पुनः पुनः |भूतग्राममिमं कृत्स्नमवशं प्रकृतेर्वशात् |,english,sanskrit
BG_9_9_sa_en,BG_9_9,न च मां तानि कर्माणि निबध्नन्ति धनञ्जय |उदासीनवदासीनमसक्तं तेषु कर्मसु |,"Arjuna, those actions, however, do not bind Me, unattached as I am to such actions and standing apart as it were.",sanskrit,english
BG_9_9_en_sa,BG_9_9,"Arjuna, those actions, however, do not bind Me, unattached as I am to such actions and standing apart as it were.",न च मां तानि कर्माणि निबध्नन्ति धनञ्जय |उदासीनवदासीनमसक्तं तेषु कर्मसु |,english,sanskrit
BG_9_10_sa_en,BG_9_10,मयाध्यक्षेण प्रकृतिः सूयते सचराचरम् |हेतुनानेन कौन्तेय जगद्विपरिवर्तते |,"Arjuna; with Me as the supervisor, Nature brings forth the whole creation, consisting of both sentient and insentient beings; it is due to this cause that the wheel of Samsara is going round.",sanskrit,english
BG_9_10_en_sa,BG_9_10,"Arjuna; with Me as the supervisor, Nature brings forth the whole creation, consisting of both sentient and insentient beings; it is due to this cause that the wheel of Samsara is going round.",मयाध्यक्षेण प्रकृतिः सूयते सचराचरम् |हेतुनानेन कौन्तेय जगद्विपरिवर्तते |,english,sanskrit
BG_9_11_sa_en,BG_9_11,अवजानन्ति मां मूढा मानुषीं तनुमाश्रितम् |परं भावमजानन्तो मम भूतमहेश्वरम् |,"Fools, not knowing My supreme nature, think low of Me, the Overlord of the entire creation, who have put on the human semblance..",sanskrit,english
BG_9_11_en_sa,BG_9_11,"Fools, not knowing My supreme nature, think low of Me, the Overlord of the entire creation, who have put on the human semblance..",अवजानन्ति मां मूढा मानुषीं तनुमाश्रितम् |परं भावमजानन्तो मम भूतमहेश्वरम् |,english,sanskrit
BG_9_12_sa_en,BG_9_12,मोघाशा मोघकर्माणो मोघज्ञाना विचेतसः |राक्षसीमासुरीं चैव प्रकृतिं मोहिनीं श्रिताः |,"Those who have deluded minds, engaged in fruitless hopes, fruitless actions, and fruitless knowledge, are attached to the demonic, demoniac, and deluding modes of nature.",sanskrit,english
BG_9_12_en_sa,BG_9_12,"Those who have deluded minds, engaged in fruitless hopes, fruitless actions, and fruitless knowledge, are attached to the demonic, demoniac, and deluding modes of nature.",मोघाशा मोघकर्माणो मोघज्ञाना विचेतसः |राक्षसीमासुरीं चैव प्रकृतिं मोहिनीं श्रिताः |,english,sanskrit
BG_9_13_sa_en,BG_9_13,महात्मानस्तु मां पार्थ दैवीं प्रकृतिमाश्रिताः |भजन्त्यनन्यमनसो ज्ञात्वा भूतादिमव्ययम् |,"On the other hand, Arjuna, great souls who have embraced the divine nature, knowing Me as the prime source of all lives and the imperishable eternal, worship Me constantly with none else in mind.",sanskrit,english
BG_9_13_en_sa,BG_9_13,"On the other hand, Arjuna, great souls who have embraced the divine nature, knowing Me as the prime source of all lives and the imperishable eternal, worship Me constantly with none else in mind.",महात्मानस्तु मां पार्थ दैवीं प्रकृतिमाश्रिताः |भजन्त्यनन्यमनसो ज्ञात्वा भूतादिमव्ययम् |,english,sanskrit
BG_9_14_sa_en,BG_9_14,सततं कीर्तयन्तो मां यतन्तश्च दृढव्रताः |नमस्यन्तश्च मां भक्त्या नित्ययुक्ता उपासते |,"Constantly chanting My names and glories and striving for My realization, and bowing again and again to Me, those devotees of firm resolve, ever united with Me through meditation, worship Me with single-minded devotion.",sanskrit,english
BG_9_14_en_sa,BG_9_14,"Constantly chanting My names and glories and striving for My realization, and bowing again and again to Me, those devotees of firm resolve, ever united with Me through meditation, worship Me with single-minded devotion.",सततं कीर्तयन्तो मां यतन्तश्च दृढव्रताः |नमस्यन्तश्च मां भक्त्या नित्ययुक्ता उपासते |,english,sanskrit
BG_9_15_sa_en,BG_9_15,ज्ञानयज्ञेन चाप्यन्ये यजन्तो मामुपासते |एकत्वेन पृथक्त्वेन बहुधा विश्वतोमुखम् |,"Otherbetake themselves to Me through their offering of Knowledge, worshipping Mewith undivided devotion, and others worship Me in many different ways as the Viratform of the Supreme Lord.",sanskrit,english
BG_9_15_en_sa,BG_9_15,"Otherbetake themselves to Me through their offering of Knowledge, worshipping Mewith undivided devotion, and others worship Me in many different ways as the Viratform of the Supreme Lord.",ज्ञानयज्ञेन चाप्यन्ये यजन्तो मामुपासते |एकत्वेन पृथक्त्वेन बहुधा विश्वतोमुखम् |,english,sanskrit
BG_9_16_sa_en,BG_9_16,अहं क्रतुरहं यज्ञः स्वधाहमहमौषधम् |मन्त्रोऽहमहमेवाज्यमहमग्निरहं हुतम् |,"I am the Vedic ritual, I am the sacrifice, I am the offering to the departed; I am the herbage and foodgrains; I am the sacred formula, I am the clarified butter, I am the sacred fire, and I am verily the act of offering oblations into the fire.",sanskrit,english
BG_9_16_en_sa,BG_9_16,"I am the Vedic ritual, I am the sacrifice, I am the offering to the departed; I am the herbage and foodgrains; I am the sacred formula, I am the clarified butter, I am the sacred fire, and I am verily the act of offering oblations into the fire.",अहं क्रतुरहं यज्ञः स्वधाहमहमौषधम् |मन्त्रोऽहमहमेवाज्यमहमग्निरहं हुतम् |,english,sanskrit
BG_9_17_sa_en,BG_9_17,पिताहमस्य जगतो माता धाता पितामहः |वेद्यं पवित्रमोंकार ऋक्साम यजुरेव च |,"I am the father of this world, the mother, the support, and the grandsire; I am the object of knowledge, the purifier, the syllable Om; I am the Rig, Sama, and Yajur Vedas.",sanskrit,english
BG_9_17_en_sa,BG_9_17,"I am the father of this world, the mother, the support, and the grandsire; I am the object of knowledge, the purifier, the syllable Om; I am the Rig, Sama, and Yajur Vedas.",पिताहमस्य जगतो माता धाता पितामहः |वेद्यं पवित्रमोंकार ऋक्साम यजुरेव च |,english,sanskrit
BG_9_18_sa_en,BG_9_18,गतिर्भर्ता प्रभुः साक्षी निवासः शरणं सुहृत् |प्रभवः प्रलयः स्थानं निधानं बीजमव्ययम् |,"I am the supreme goal, supporter, lord, witness, abode, refuge, wellwisher seeking no return, origin and end, resting-place, storehouse, and imperishable seed.",sanskrit,english
BG_9_18_en_sa,BG_9_18,"I am the supreme goal, supporter, lord, witness, abode, refuge, wellwisher seeking no return, origin and end, resting-place, storehouse, and imperishable seed.",गतिर्भर्ता प्रभुः साक्षी निवासः शरणं सुहृत् |प्रभवः प्रलयः स्थानं निधानं बीजमव्ययम् |,english,sanskrit
BG_9_19_sa_en,BG_9_19,तपाम्यहमहं वर्षं निगृह्णाम्युत्सृजामि च |अमृतं चैव मृत्युश्च सदसच्चाहमर्जुन |,"I radiate heat as the sun, and hold back as well as send forth showers, Arjuna. I am immortality as well as death; even so I am being and non-being both.",sanskrit,english
BG_9_19_en_sa,BG_9_19,"I radiate heat as the sun, and hold back as well as send forth showers, Arjuna. I am immortality as well as death; even so I am being and non-being both.",तपाम्यहमहं वर्षं निगृह्णाम्युत्सृजामि च |अमृतं चैव मृत्युश्च सदसच्चाहमर्जुन |,english,sanskrit
BG_9_20_sa_en,BG_9_20,त्रैविद्या मां सोमपाः पूतपापायज्ञैरिष्ट्वा स्वर्गतिं प्रार्थयन्ते |ते पुण्यमासाद्य सुरेन्द्रलोक-मश्नन्ति दिव्यान्दिवि देवभोगान् |,"Those who perform sacrifices with faith, drinking soma and free from sin, desire to reach heaven by worshiping Me. They attain the world of the gods and enjoy divine pleasures there.",sanskrit,english
BG_9_20_en_sa,BG_9_20,"Those who perform sacrifices with faith, drinking soma and free from sin, desire to reach heaven by worshiping Me. They attain the world of the gods and enjoy divine pleasures there.",त्रैविद्या मां सोमपाः पूतपापायज्ञैरिष्ट्वा स्वर्गतिं प्रार्थयन्ते |ते पुण्यमासाद्य सुरेन्द्रलोक-मश्नन्ति दिव्यान्दिवि देवभोगान् |,english,sanskrit
BG_9_22_sa_en,BG_9_22,अनन्याश्चिन्तयन्तो मां ये जनाः पर्युपासते |तेषां नित्याभियुक्तानां योगक्षेमं वहाम्यहम् |,"The devotees, however, who loving no one else constantly think of Me, and worship Me in a disinterested spirit, to those ever united in thought with Me I bring full security and personally attend to their needs.",sanskrit,english
BG_9_22_en_sa,BG_9_22,"The devotees, however, who loving no one else constantly think of Me, and worship Me in a disinterested spirit, to those ever united in thought with Me I bring full security and personally attend to their needs.",अनन्याश्चिन्तयन्तो मां ये जनाः पर्युपासते |तेषां नित्याभियुक्तानां योगक्षेमं वहाम्यहम् |,english,sanskrit
BG_9_23_sa_en,BG_9_23,येऽप्यन्यदेवता भक्ता यजन्ते श्रद्धयान्विताः |तेऽपि मामेव कौन्तेय यजन्त्यविधिपूर्वकम् |,"The devotees who worship the gods with faith and perform sacrifices, they also worship Me, O son of Kunti, performing their duties in the prescribed manner.",sanskrit,english
BG_9_23_en_sa,BG_9_23,"The devotees who worship the gods with faith and perform sacrifices, they also worship Me, O son of Kunti, performing their duties in the prescribed manner.",येऽप्यन्यदेवता भक्ता यजन्ते श्रद्धयान्विताः |तेऽपि मामेव कौन्तेय यजन्त्यविधिपूर्वकम् |,english,sanskrit
BG_9_24_sa_en,BG_9_24,अहं हि सर्वयज्ञानां भोक्ता च प्रभुरेव च |न तु मामभिजानन्ति तत्त्वेनातश्च्यवन्ति ते |,"For I am the enjoyer and also the lord of all sacrifices; but they know Me not in reality, hence they fall.",sanskrit,english
BG_9_24_en_sa,BG_9_24,"For I am the enjoyer and also the lord of all sacrifices; but they know Me not in reality, hence they fall.",अहं हि सर्वयज्ञानां भोक्ता च प्रभुरेव च |न तु मामभिजानन्ति तत्त्वेनातश्च्यवन्ति ते |,english,sanskrit
BG_9_25_sa_en,BG_9_25,यान्ति देवव्रता देवान्पितॄन्यान्ति पितृव्रताः |भूतानि यान्ति भूतेज्या यान्ति मद्याजिनोऽपि माम् |,Those who are vowed to gods go to the gods; those who are vowed to the manes reach the manes; those who adore the spirits reach the spirits and those who worship Me come to Me alone..,sanskrit,english
BG_9_25_en_sa,BG_9_25,Those who are vowed to gods go to the gods; those who are vowed to the manes reach the manes; those who adore the spirits reach the spirits and those who worship Me come to Me alone..,यान्ति देवव्रता देवान्पितॄन्यान्ति पितृव्रताः |भूतानि यान्ति भूतेज्या यान्ति मद्याजिनोऽपि माम् |,english,sanskrit
BG_9_26_sa_en,BG_9_26,पत्रं पुष्पं फलं तोयं यो मे भक्त्या प्रयच्छति |तदहं भक्त्युपहृतमश्नामि प्रयतात्मनः |,"Whoever offers Me with devotion a leaf, a flower, a fruit, or water, I accept that pure-hearted devotee’s offering with love.",sanskrit,english
BG_9_26_en_sa,BG_9_26,"Whoever offers Me with devotion a leaf, a flower, a fruit, or water, I accept that pure-hearted devotee’s offering with love.",पत्रं पुष्पं फलं तोयं यो मे भक्त्या प्रयच्छति |तदहं भक्त्युपहृतमश्नामि प्रयतात्मनः |,english,sanskrit
BG_9_29_sa_en,BG_9_29,समोऽहं सर्वभूतेषु न मे द्वेष्योऽस्ति न प्रियः |ये भजन्ति तु मां भक्त्या मयि ते तेषु चाप्यहम् |,"I am equally present in all beings; there is none hateful or dear to Me. They, however, who devoutly worship Me abide in Me; and I too stand revealed in them.",sanskrit,english
BG_9_29_en_sa,BG_9_29,"I am equally present in all beings; there is none hateful or dear to Me. They, however, who devoutly worship Me abide in Me; and I too stand revealed in them.",समोऽहं सर्वभूतेषु न मे द्वेष्योऽस्ति न प्रियः |ये भजन्ति तु मां भक्त्या मयि ते तेषु चाप्यहम् |,english,sanskrit
BG_9_31_sa_en,BG_9_31,क्षिप्रं भवति धर्मात्मा शश्वच्छान्तिं निगच्छति |कौन्तेय प्रतिजानीहि न मे भक्तः प्रणश्यति |,"Speedily he becomes virtuous and secures lasting peace. Know it for certain, Arjuna, that My devotee never falls.",sanskrit,english
